,Item,Old Price,Sale Price
1312,Rachael Ray Serveware Stoneware EVOO Bottle,$34,$13.99
1313,Limited Edition Extra Strength CBD-Infused Gummies from Kangaroo CBD,$159.99,$48.99
1314,Limited Edition Extra Strength CBD-Infused Gummies from Kangaroo CBD,$159.99,$48.99
1315,Genuine Turquoise Hawaiian Sea Turtle Bracelet by DreamGem,$33.99,$5.99
1316,Genuine Turquoise Hawaiian Sea Turtle Bracelet by DreamGem,$33.99,$5.99
1317,Natural Quartz Crystal Point Healing Stone Obelisk Wand,$29.99,$5.99
1318,Natural Quartz Crystal Point Healing Stone Obelisk Wand,$29.99,$5.99
1319,Diamond Accent and Fire Opal Teardrop Earrings By Peermont,$45.59,$13.99
1320,Diamond Accent and Fire Opal Teardrop Earrings By Peermont,$45.59,$13.99
1321,Style Sexy Hair Hard Up Holding Gel (16.9 Fl. Oz.),$28,$19.99
1322,Style Sexy Hair Hard Up Holding Gel (16.9 Fl. Oz.),$28,$19.99
1323,Dolce & Gabbana Light Blue Women's EDT (multiple sizes),$57,$34.99
1324,Dolce & Gabbana Light Blue Women's EDT (multiple sizes),$57,$34.99
1325,Reflection Women's Long Sleeve Leopard Tunic. Plus Sizes Available,$89,$24.99
1326,Reflection Women's Long Sleeve Leopard Tunic. Plus Sizes Available,$89,$24.99
1327,Rick and Morty Glow in the Dark Silicone Hand Pipe,$24.99,$12.99
1328,Rick and Morty Glow in the Dark Silicone Hand Pipe,$24.99,$12.99
1329,Italian Sterling Silver Threader Drop Earrings by Verona,$51.19,$9.99
1330,Italian Sterling Silver Threader Drop Earrings by Verona,$51.19,$9.99
1331,Dermedicine 100% Hyaluronic Acid High Potency Anti-Aging Cream (2 Oz.),$125,$22.99
1332,Dermedicine 100% Hyaluronic Acid High Potency Anti-Aging Cream (2 Oz.),$125,$22.99
1333,XTF Unicorn & Flamingo Knee High Compression Socks (3 or 6 Pairs),$49.99,$14.99
1334,XTF Unicorn & Flamingo Knee High Compression Socks (3 or 6 Pairs),$49.99,$14.99
1335,Galaxy by Harvic Men's Fleece Jogger Sweatpants (3-Pack; S–2XL),$148.50,$29.99
1336,Galaxy by Harvic Men's Fleece Jogger Sweatpants (3-Pack; S–2XL),$148.50,$29.99
1337,Marika High Rise Tummy Control Pants. Plus Sizes Available.,$60,$24.99
1338,Marika High Rise Tummy Control Pants. Plus Sizes Available.,$60,$24.99
1339,Premium Turmeric and Ginger Gummies (1- or 2-Pack),$49.98,$12.99
1340,Premium Turmeric and Ginger Gummies (1- or 2-Pack),$49.98,$12.99
1341,Fat-Free Sweet Sorbet CBD Gummy Bears from Kangaroo CBD (250mg-3000mg),$29.99,$12.99
1342,Fat-Free Sweet Sorbet CBD Gummy Bears from Kangaroo CBD (250mg-3000mg),$29.99,$12.99
1343,Duckhouse NFL 16 Fl. Oz. Clear Pint Glass Set (2-Pack),$29.99,$19.99
1344,Duckhouse NFL 16 Fl. Oz. Clear Pint Glass Set (2-Pack),$29.99,$19.99
1345,14K Gold 30mm Thick High Polish Hoops,$84.79,$39.99
1346,14K Gold 30mm Thick High Polish Hoops,$84.79,$39.99
1347,"New Genie 13"" Acrylic Hookah Combo Set from Prime Hookah",$34,$14.99
1348,"New Genie 13"" Acrylic Hookah Combo Set from Prime Hookah",$34,$14.99
1349,Professor Morty Rolling Set (3-Piece),$79.99,$17.99
1350,Professor Morty Rolling Set (3-Piece),$79.99,$17.99
