Item,Old Price,Pick Up Notes,Sale Price,Store,Unnamed: 0
Reebok Men's & Women's Speed TR Flexweave Training Shoes (various colors) $37 ,$100, Free Shipping,"$37
                                                                                                                            $100",slickdeals.net,191
Timberland Men's: Field Trekker Hiking Boots $64.95 &amp; More ,$90, Free Store Pickup,"$64.95
                                                                                  $90",slickdeals.net,192
Timberland Men's: Field Trekker Hiking Boots $64.95 &amp; More ,$90, Free Store Pickup,"$64.95
                                                                                  $90",slickdeals.net,193
Timberland Men's: Field Trekker Hiking Boots $64.95 &amp; More ,$90, Free Store Pickup,"$64.95
                                                                                  $90",slickdeals.net,194
Timberland Men's: Field Trekker Hiking Boots $64.95 &amp; More ,$90, Free Store Pickup,"$64.95
                                                                                  $90",slickdeals.net,195
"Affresh Cooktop Cleaning Kit (Cleaner, Scraper, 5 Scrub Pads) $5",$10,,"$5
                                                                                  $10",slickdeals.net,196
"Affresh Cooktop Cleaning Kit (Cleaner, Scraper, 5 Scrub Pads) $5",$10,,"$5
                                                                                  $10",slickdeals.net,197
"Affresh Cooktop Cleaning Kit (Cleaner, Scraper, 5 Scrub Pads) $5",$10,,"$5
                                                                                  $10",slickdeals.net,198
"Affresh Cooktop Cleaning Kit (Cleaner, Scraper, 5 Scrub Pads) $5",$10,,"$5
                                                                                  $10",slickdeals.net,199
"Affresh Cooktop Cleaning Kit (Cleaner, Scraper, 5 Scrub Pads) $5",$10,,"$5
                                                                                  $10",slickdeals.net,200
Saucony Men's & Women's Triumph ISO 5 Running Shoes $45 ,$160, Free Shipping,"$45
                                                                                  $160",slickdeals.net,201
Saucony Men's & Women's Triumph ISO 5 Running Shoes $45 ,$160, Free Shipping,"$45
                                                                                  $160",slickdeals.net,202
Saucony Men's & Women's Triumph ISO 5 Running Shoes $45 ,$160, Free Shipping,"$45
                                                                                  $160",slickdeals.net,203
Saucony Men's & Women's Triumph ISO 5 Running Shoes $45 ,$160, Free Shipping,"$45
                                                                                  $160",slickdeals.net,204
19.5oz OGX Extra Creamy ,$6, Coconut Miracle Oil Ultra Moisture Body Wash $3.50 w/ S&amp;S ,"$3.50
                                                                                                                            $6",slickdeals.net,205
19.5oz OGX Extra Creamy ,$6, Coconut Miracle Oil Ultra Moisture Body Wash $3.50 w/ S&amp;S ,"$3.50
                                                                                                                            $6",slickdeals.net,206
19.5oz OGX Extra Creamy ,$6, Coconut Miracle Oil Ultra Moisture Body Wash $3.50 w/ S&amp;S ,"$3.50
                                                                                                                            $6",slickdeals.net,207
19.5oz OGX Extra Creamy ,$6, Coconut Miracle Oil Ultra Moisture Body Wash $3.50 w/ S&amp;S ,"$3.50
                                                                                                                            $6",slickdeals.net,208
Big Boys' Irish Dino Graphic Tee (Sizes 7-16) $2 ,$11, Free Shipping,"$2
                                                                                                                            $11",slickdeals.net,209
Big Boys' Irish Dino Graphic Tee (Sizes 7-16) $2 ,$11, Free Shipping,"$2
                                                                                                                            $11",slickdeals.net,210
Big Boys' Irish Dino Graphic Tee (Sizes 7-16) $2 ,$11, Free Shipping,"$2
                                                                                                                            $11",slickdeals.net,211
Big Boys' Irish Dino Graphic Tee (Sizes 7-16) $2 ,$11, Free Shipping,"$2
                                                                                                                            $11",slickdeals.net,212
Microsoft Xbox One Wireless Adapter for Windows 10 (Gen 2) $17.95 ,$30, Free Shipping,"$17.95
                                                                                                                            $30",slickdeals.net,213
Microsoft Xbox One Wireless Adapter for Windows 10 (Gen 2) $17.95 ,$30, Free Shipping,"$17.95
                                                                                                                            $30",slickdeals.net,214
Microsoft Xbox One Wireless Adapter for Windows 10 (Gen 2) $17.95 ,$30, Free Shipping,"$17.95
                                                                                                                            $30",slickdeals.net,215
Microsoft Xbox One Wireless Adapter for Windows 10 (Gen 2) $17.95 ,$30, Free Shipping,"$17.95
                                                                                                                            $30",slickdeals.net,216
6-Ounce Alba Botanica SPF 50 Sunscreen Spray: Kids or Adult $3.95 w/ S&amp;S ,$6, Free S&amp;H,"$3.95
                                                                                  $6",slickdeals.net,217
6-Ounce Alba Botanica SPF 50 Sunscreen Spray: Kids or Adult $3.95 w/ S&amp;S ,$6, Free S&amp;H,"$3.95
                                                                                  $6",slickdeals.net,218
6-Ounce Alba Botanica SPF 50 Sunscreen Spray: Kids or Adult $3.95 w/ S&amp;S ,$6, Free S&amp;H,"$3.95
                                                                                  $6",slickdeals.net,219
6-Ounce Alba Botanica SPF 50 Sunscreen Spray: Kids or Adult $3.95 w/ S&amp;S ,$6, Free S&amp;H,"$3.95
                                                                                  $6",slickdeals.net,220
IRIS Airtight Pet Food Storage Container Combo $16.30,$30,,"$16.30
                                                                                  $30",slickdeals.net,221
IRIS Airtight Pet Food Storage Container Combo $16.30,$30,,"$16.30
                                                                                  $30",slickdeals.net,222
IRIS Airtight Pet Food Storage Container Combo $16.30,$30,,"$16.30
                                                                                  $30",slickdeals.net,223
IRIS Airtight Pet Food Storage Container Combo $16.30,$30,,"$16.30
                                                                                  $30",slickdeals.net,224
"Alienware m17 Gaming Laptop: 17"" 4K, i7-9750H, 16GB DDR4, 512GB SSD, RTX 2060 $1400 ",$2100, Free Shipping,"$1400
                                                                                                                            $2100",slickdeals.net,225
"Alienware m17 Gaming Laptop: 17"" 4K, i7-9750H, 16GB DDR4, 512GB SSD, RTX 2060 $1400 ",$2100, Free Shipping,"$1400
                                                                                                                            $2100",slickdeals.net,226
"Alienware m17 Gaming Laptop: 17"" 4K, i7-9750H, 16GB DDR4, 512GB SSD, RTX 2060 $1400 ",$2100, Free Shipping,"$1400
                                                                                                                            $2100",slickdeals.net,227
"Alienware m17 Gaming Laptop: 17"" 4K, i7-9750H, 16GB DDR4, 512GB SSD, RTX 2060 $1400 ",$2100, Free Shipping,"$1400
                                                                                                                            $2100",slickdeals.net,228
